Full name,Website,Chassis,Engine,Tyres,Constructor titles,Driver titles,Races entered,Race victories,Pole positions,Fastest laps
McLaren F1 Team,www.mclaren.com/racing,MCL36,Mercedes M13 E Performance,Pirelli,8,12,906,183,156,160

